Temperature,Vibration,Pressure,Humidity,RPM,Voltage,Current,Machine_Age,Failure
79.96714153011233,27.881201589886484,89.82257904269167,38.56576783541071,1569.6572495333637,221.7087352874698,6.0388560648791865,17,0
73.61735698828815,27.73292945808073,95.41750805419521,39.6734409625969,1556.6647185071333,220.1225543063154,7.890028706126256,3,0
81.47688538100692,21.021784136849924,91.03928408432286,40.64294878587582,1312.6960308389018,215.68844933582636,8.825943187414827,14,0
90.23029856408026,28.349549041492814,101.6562707041918,49.4686146164618,1615.9168443527476,219.97473339152214,10.299337821849383,12,1
72.65846625276664,33.66414540910873,117.95767797192869,32.527826915132565,1201.9834648846763,224.90841625492945,12.048324653213756,5,0
72.6586304305082,23.628839404616024,88.43436764288194,31.5365300848734,1369.1631348479343,218.7383787102116,11.388271886743528,13,0
90.79212815507391,35.24241325525296,115.01230746652621,52.36619742142975,1100.1824374204384,224.19767630230274,7.641350403105029,11,1
82.67434729152909,32.43887410542169,88.27491891479669,35.37355258118702,1811.7253033925629,211.63331221576954,9.256575475668695,16,0
70.30525614065049,26.328833390144812,87.28559181254674,27.369646464229337,1453.6901012109408,213.96106348854295,10.152751177405133,10,0
80.42560043585965,29.292351813310763,112.2789192751482,35.1487005790013,1933.3768069632624,212.65679496726025,9.475585751107001,8,0
70.36582307187538,37.99160903820517,113.82904567011425,36.69947264755999,1660.589985303899,214.34868628207593,9.461409548263411,6,0
70.34270246429743,33.66773906752933,112.77114905143982,55.54962727725765,1589.619642670205,232.87181046706093,6.554513350691456,3,0
77.41962271566034,30.04391827449074,80.26303887672788,49.248262123767375,1382.7544611438002,227.2603879311036,7.694531697720719,10,0
55.86719755342202,28.811583415195077,93.01073532891924,51.47520616632242,1290.729992862516,209.23076881315654,9.194120301721453,18,0
57.75082167486967,30.383045352258296,112.34482888004982,48.19973642346786,1604.5943147793892,224.37498296408455,3.8135486501096754,10,0
69.37712470759027,27.44118221028848,100.62312760845842,49.46243671615314,1485.6971981454035,216.0941768735143,11.281288640019708,13,0
64.87168879665576,19.476252471404926,83.89460730703803,33.11917873419682,1232.1459369029399,213.17615414528436,7.254641800577861,14,0
78.14247332595274,40.210889552673656,106.87476908688163,38.01397844646516,1196.6283166983362,205.14260534277494,11.373676266530275,1,1
65.91975924478788,30.776624995997008,89.27789111512794,30.10084686976451,1308.2592541712831,229.71918693820245,11.19783200894182,15,0
60.87696298664709,31.990736325612687,126.91787272588319,37.89511969462966,1864.1934450532463,206.3613685033286,8.912613913775232,12,0
89.65648768921554,29.710461250615456,123.17262193627388,46.84104990934741,1942.6555836022608,219.48036821990127,12.001096651403076,16,0
72.74223699513465,26.32441599637706,109.06146139533351,41.34583284812247,1540.997829461782,210.53688754275132,11.486394689849867,7,0
75.67528204687923,29.070377595256147,120.4151005715466,53.114808189602954,1529.7885592482576,227.75843947069924,9.382077058330719,14,0
60.75251813786544,22.003026189028443,100.97187025185072,28.585842077727808,1432.7359256340958,216.65648173686048,9.156480769616604,9,0
69.55617275474818,41.385432490266524,111.48156241562523,45.0023835069824,1313.1029303380997,218.65537344479657,12.194465571328713,9,1
76.10922589709867,23.827440007888022,122.16580442953112,27.516971981306817,1775.0358115214487,218.99265737069967,10.464027678815329,10,0
63.490064225776976,24.840168580764104,103.68248022691469,40.941764691736424,1874.715278779427,223.02570334935783,12.089394336736284,9,0
78.75698018345672,27.798703978067998,96.17219242728575,47.40333422556479,1321.3161828321429,220.1300476398331,5.222051851294526,16,0
68.99361310081196,36.44037862426189,74.43067062734326,37.85497433175781,1483.4323243150798,219.56726811038882,10.196970194038924,8,0
72.08306250206724,30.07254499631327,98.75299711417759,45.51126604086956,1410.0267398579665,214.81598024745222,6.845181826061254,2,0
68.98293387770603,23.81932101984769,112.35134776843466,30.40267665167066,1415.9521850270046,204.25270626657908,9.948422985026474,18,0
93.52278184508938,36.271691803786695,114.18450141351444,23.36310021803617,1737.1816510859724,208.81449040458145,11.427640416691768,18,1
74.86502775262066,33.65500313392741,107.56547598577615,45.57029622487803,1237.6076909267756,227.18479738680645,13.478280291498205,12,0
64.422890710441,32.69217478608226,91.8805135755664,57.44010234075733,1593.2939381872613,216.94180536673701,8.123666543125628,3,0
83.22544912103189,33.5786712058542,70.34767646578615,30.03955059830108,1645.647621461173,213.3599022227752,8.948590389396035,2,0
62.791563500289776,41.97180950291225,92.57177352992898,52.221941801067956,1471.5697652796362,205.94271855581954,9.808934185848925,6,1
77.08863595004756,40.925474475180565,95.43482693419072,40.43423408816411,1678.6135653973545,202.80352859909647,8.05093779707622,6,1
55.403298761202244,26.56642328498352,95.30606549214978,26.64308478306924,1529.53036810749,212.96793119871802,11.957119457578514,17,0
61.71813951101569,38.11942496405576,109.27834535466887,28.684946986478373,1743.4259842312224,228.88052854045256,9.859810909268752,16,0
76.96861235869123,31.9158409487945,129.78514616522259,40.1578477336065,1195.558939014829,214.42929806377683,10.243914046752092,13,0
82.3846657999541,32.495479080688746,101.85293802761639,35.95537712075896,1430.244947798626,224.00485525241447,11.240346253548317,12,0
76.7136828118997,21.538645841783357,96.74902316265307,26.87087023241761,1485.6373714297931,213.96940170602042,9.85657696724918,11,0
73.8435171761176,29.14807117305902,96.1116728049386,23.05960718774595,965.5585231057302,226.3886669602885,8.364921743648269,15,0
71.98896304410711,25.935882048317175,101.86577150361572,31.53280672073494,1282.809453284293,216.4824919819133,9.873959523403066,17,0
60.214780096325725,34.140294074466546,87.57559359477402,41.93809008331118,1337.2801491282428,207.68115754449502,8.287637280973222,8,0
67.80155791605291,35.35540250201402,101.80297838119083,39.93599247396862,1689.64119896467,217.31046932100557,10.215961778232973,7,0
70.39361229040213,19.627568244918443,106.762185044977,34.98762042499922,1358.63133073708,238.34000418280408,11.993875441603594,11,0
85.57122226218915,29.88982567997865,103.14529095361732,42.01887194291483,1336.3842025388046,237.89884315550853,7.650043415455336,8,0
78.43618289568461,35.60930752397126,106.86312901007172,50.40026719862688,1663.4971561312384,224.86533302779364,6.935257997115816,19,0
57.36959844637266,29.066605188432774,106.50621414022802,43.941265104341475,1176.417870841989,218.62941184586296,10.098499871839348,6,0
78.24083969394795,33.64531822501182,73.42154976630334,38.786913286104195,1085.7511865112856,223.03901802095083,8.464400766512188,19,0
71.14917719583684,31.755827338135422,109.55305237593105,49.28072006660689,1427.6815399861307,223.1685233873329,10.063490548823937,19,0
68.23077999694041,31.70830115976313,89.9347773150632,30.40149697783705,1210.4586463843289,219.60113247632898,10.640807041219402,4,0
81.11676288840867,28.643425109658512,83.56241255494064,37.750804604446486,1218.06414106807,224.40944019922617,5.712627542142921,15,0
85.30999522495951,23.917095979321452,83.43322258217506,37.989120643996316,1614.6867583375963,222.08226862153563,11.379698855317084,17,0
84.31280119116198,24.392349262874863,106.50312415708794,27.630467415571545,1675.1947675825159,216.84027614635687,7.660662994089503,18,0
66.60782476777362,33.546762572276585,96.6613760916272,35.80125837715642,1657.772843170425,208.04743200616358,9.95530409887062,12,0
